Date,Category,Description,Amount,Type
2024-01-12,Entertainment,Doctor visit,2177,Expense
2024-01-12,Groceries,Doctor visit,4878,Expense
2024-01-12,Healthcare,Doctor visit,1404,Expense
2024-01-12,Shopping,Insurance premium,3038,Expense
2024-01-12,Miscellaneous,Bus fare,3278,Expense
2024-01-12,Shopping,New clothes,2179,Expense
2024-01-12,Transport,Doctor visit,1014,Expense
2024-01-12,Shopping,Maintenance,610,Expense
2024-01-12,Shopping,Insurance premium,1092,Expense
2024-01-12,Rent,Online course,3896,Income
2024-01-12,Groceries,Snacks,1393,Expense
2024-01-12,Entertainment,Online course,3614,Expense
2024-01-12,Utilities,Online course,1054,Expense
2024-01-12,Miscellaneous,Doctor visit,2042,Expense
2024-01-12,Utilities,Bus fare,4933,Expense
2024-01-12,Education,Bus fare,955,Expense
2024-01-12,Entertainment,Online course,629,Expense
2024-01-12,Groceries,Bought items,3034,Expense
2024-01-12,Entertainment,Online course,4854,Expense
2024-01-13,Miscellaneous,New clothes,3742,Expense
2024-01-13,Miscellaneous,Monthly bill,388,Expense
2024-01-13,Shopping,Maintenance,1748,Expense
2024-01-13,Insurance,Maintenance,256,Expense
2024-01-13,Rent,Doctor visit,1395,Expense
2024-01-13,Insurance,Snacks,3027,Expense
2024-01-13,Groceries,Bus fare,2799,Expense
2024-01-13,Entertainment,Online course,4544,Expense
2024-01-13,Entertainment,Movie,1539,Expense
2024-01-13,Education,Doctor visit,2693,Expense
2024-01-13,Entertainment,Snacks,4765,Expense
2024-01-13,Rent,Maintenance,3165,Expense
2024-01-13,Groceries,Bus fare,4470,Expense
2024-01-13,Miscellaneous,Online course,3502,Expense
2024-01-13,Miscellaneous,New clothes,4922,Income
2024-01-13,Healthcare,Bus fare,443,Expense
2024-01-13,Rent,Doctor visit,579,Expense
2024-01-13,Shopping,Bus fare,231,Income
2024-01-13,Utilities,Bought items,2757,Expense
2024-01-13,Utilities,Online course,4531,Expense
2024-01-13,Rent,Online course,2993,Income
2024-01-13,Insurance,Doctor visit,1972,Expense
2024-01-13,Education,Bought items,2304,Expense
2024-01-13,Miscellaneous,Monthly bill,2942,Expense
2024-01-13,Miscellaneous,Snacks,3873,Expense
2024-01-13,Education,Insurance premium,2782,Expense
2024-01-13,Healthcare,New clothes,1083,Expense
2024-01-13,Entertainment,Monthly bill,527,Expense
2024-01-13,Groceries,Movie,4466,Expense
2024-01-13,Utilities,Monthly bill,3129,Expense
2024-01-13,Miscellaneous,Bus fare,2754,Expense
2024-01-13,Groceries,Bus fare,4537,Expense
2024-01-13,Miscellaneous,Movie,1314,Expense
2024-01-13,Healthcare,Online course,3842,Expense
2024-01-13,Insurance,New clothes,4378,Expense
2024-01-13,Utilities,Movie,1984,Expense
2024-01-13,Healthcare,Bus fare,1341,Income
2024-01-13,Shopping,Movie,1138,Expense
2024-01-13,Groceries,Insurance premium,3721,Income
2024-01-13,Entertainment,Bus fare,760,Expense
2024-01-13,Education,Bought items,1745,Expense
2024-01-13,Groceries,Movie,803,Expense
2024-01-13,Healthcare,Insurance premium,4946,Expense
2024-01-13,Entertainment,Monthly bill,3224,Expense
2024-01-13,Entertainment,Insurance premium,2732,Expense
2024-01-13,Shopping,Online course,475,Income
2024-01-13,Education,Monthly bill,166,Expense
2024-01-13,Miscellaneous,Doctor visit,4885,Income
2024-01-13,Healthcare,Monthly bill,462,Expense
2024-01-14,Rent,Bus fare,2467,Expense
2024-01-14,Healthcare,Monthly bill,4250,Expense
2024-01-14,Education,New clothes,2923,Expense
2024-01-14,Groceries,New clothes,412,Expense
2024-01-14,Transport,Movie,4611,Expense
2024-01-14,Education,Bought items,1681,Expense
2024-01-14,Insurance,Snacks,2775,Expense
2024-01-14,Insurance,Movie,3975,Expense
2024-01-14,Healthcare,Maintenance,1129,Expense
2024-01-14,Insurance,Monthly bill,1549,Expense
2024-01-14,Transport,Insurance premium,1892,Expense
2024-01-14,Transport,Bus fare,4591,Expense
2024-01-14,Education,Maintenance,1206,Expense
2024-01-14,Transport,Maintenance,3274,Expense
2024-01-14,Groceries,Maintenance,3050,Expense
2024-01-14,Education,Online course,3641,Income
2024-01-14,Entertainment,Online course,3782,Expense
2024-01-14,Transport,Movie,472,Expense
2024-01-14,Transport,Insurance premium,4132,Expense
2024-01-14,Insurance,Insurance premium,457,Expense
2024-01-14,Education,New clothes,189,Expense
2024-01-14,Shopping,Insurance premium,111,Income
2024-01-14,Entertainment,Bought items,3258,Expense
2024-01-14,Groceries,New clothes,1262,Expense
2024-01-14,Entertainment,Doctor visit,4775,Expense
2024-01-14,Transport,Snacks,1242,Expense
2024-01-14,Shopping,Snacks,4794,Expense
2024-01-14,Rent,Monthly bill,3897,Expense
2024-01-14,Rent,Bus fare,2852,Income
2024-01-14,Insurance,Monthly bill,1823,Income
2024-01-14,Entertainment,Insurance premium,1510,Expense
2024-01-14,Miscellaneous,Snacks,145,Expense
2024-01-14,Healthcare,Insurance premium,1216,Expense
2024-01-14,Transport,Maintenance,4037,Expense
2024-01-14,Shopping,Bus fare,671,Expense
2024-01-14,Rent,Snacks,3279,Expense
2024-01-14,Education,Bought items,4728,Expense
2024-01-14,Groceries,Online course,1722,Income
2024-01-14,Shopping,Bus fare,3867,Expense
2024-01-14,Rent,Movie,2675,Expense
2024-01-14,Groceries,Movie,2303,Expense
2024-01-15,Groceries,Insurance premium,1820,Expense
2024-01-15,Transport,Bought items,712,Expense
2024-01-15,Entertainment,Doctor visit,3166,Expense
2024-01-15,Shopping,Monthly bill,2603,Expense
2024-01-15,Transport,New clothes,1853,Expense
2024-01-15,Insurance,Insurance premium,1760,Expense
2024-01-15,Shopping,Doctor visit,4526,Income
2024-01-15,Education,New clothes,174,Expense
2024-01-15,Miscellaneous,Online course,4905,Expense
2024-01-15,Groceries,Maintenance,2232,Expense
2024-01-15,Insurance,Movie,396,Expense
2024-01-15,Transport,Insurance premium,871,Expense
2024-01-15,Insurance,Movie,3983,Expense
2024-01-15,Entertainment,New clothes,4582,Expense
2024-01-15,Shopping,Bought items,2088,Expense
2024-01-15,Shopping,Online course,4594,Expense
2024-01-15,Entertainment,Insurance premium,4234,Income
2024-01-15,Rent,New clothes,3370,Expense
2024-01-15,Groceries,Monthly bill,542,Expense
2024-01-15,Miscellaneous,Monthly bill,3863,Expense
2024-01-15,Healthcare,New clothes,2931,Expense
2024-01-15,Shopping,Snacks,3591,Expense
2024-01-15,Transport,New clothes,1624,Expense
2024-01-15,Healthcare,Movie,2721,Expense
2024-01-15,Transport,Snacks,3441,Expense
2024-01-15,Shopping,Doctor visit,2628,Income
2024-01-15,Insurance,Online course,3373,Expense
2024-01-15,Groceries,Doctor visit,2034,Expense
2024-01-15,Groceries,New clothes,3848,Expense
2024-01-15,Insurance,Insurance premium,2704,Expense
2024-01-15,Healthcare,Doctor visit,3366,Income
2024-01-15,Education,Snacks,1349,Expense
2024-01-15,Utilities,Bought items,1946,Expense
2024-01-15,Groceries,New clothes,708,Income
2024-01-15,Groceries,Monthly bill,1426,Expense
2024-01-15,Healthcare,Bought items,4557,Expense
2024-01-15,Rent,New clothes,2766,Expense
2024-01-15,Groceries,New clothes,4522,Expense
2024-01-15,Rent,Snacks,3090,Expense
2024-01-15,Education,Doctor visit,315,Expense
2024-01-15,Groceries,Movie,2719,Expense
2024-01-15,Miscellaneous,Bus fare,696,Expense
2024-01-15,Rent,Maintenance,2538,Expense
2024-01-16,Shopping,Movie,4655,Expense
2024-01-16,Rent,Monthly bill,700,Expense
2024-01-16,Groceries,Bought items,4361,Expense
2024-01-16,Utilities,Snacks,258,Expense
2024-01-16,Education,Bus fare,2547,Expense
2024-01-16,Education,Bus fare,615,Expense
2024-01-16,Rent,New clothes,1167,Expense
2024-01-16,Shopping,Movie,974,Income
2024-01-16,Shopping,Movie,4427,Expense
2024-01-16,Rent,Maintenance,2527,Expense
2024-01-16,Shopping,Bought items,2107,Expense
2024-01-16,Shopping,Online course,1039,Income
2024-01-16,Shopping,Bought items,3930,Income
2024-01-16,Miscellaneous,Bought items,357,Expense
2024-01-16,Utilities,Online course,346,Expense
2024-01-16,Shopping,Movie,837,Expense
2024-01-16,Miscellaneous,Bought items,683,Income
2024-01-16,Rent,Snacks,4774,Expense
2024-01-16,Transport,Bus fare,104,Expense
2024-01-16,Entertainment,Maintenance,4503,Expense
2024-01-16,Shopping,Maintenance,1258,Expense
2024-01-16,Transport,Movie,3089,Expense
2024-01-16,Insurance,Snacks,1951,Expense
2024-01-16,Rent,Movie,4490,Income
2024-01-16,Education,Monthly bill,3166,Expense
2024-01-16,Insurance,Doctor visit,3843,Expense
2024-01-16,Miscellaneous,Movie,3378,Expense
2024-01-16,Education,Bought items,1112,Expense
2024-01-16,Healthcare,Snacks,2292,Expense
2024-01-16,Rent,Monthly bill,2468,Expense
2024-01-16,Utilities,Movie,4267,Expense
2024-01-16,Shopping,Bus fare,542,Expense
2024-01-16,Shopping,Doctor visit,848,Expense
2024-01-16,Rent,Maintenance,2524,Expense
2024-01-16,Groceries,Bus fare,1080,Expense
2024-01-16,Utilities,Doctor visit,3511,Expense
2024-01-16,Insurance,Monthly bill,4334,Expense
2024-01-16,Education,Insurance premium,2140,Income
2024-01-16,Shopping,Bought items,3116,Expense
2024-01-16,Groceries,Snacks,1365,Income
2024-01-16,Healthcare,Movie,3666,Income
2024-01-16,Education,Monthly bill,2181,Expense
2024-01-16,Entertainment,Movie,161,Expense
2024-01-17,Groceries,Bus fare,3327,Income
2024-01-17,Insurance,Insurance premium,4954,Expense
2024-01-17,Groceries,Monthly bill,4134,Expense
2024-01-17,Utilities,Bus fare,560,Expense
2024-01-17,Groceries,Online course,3467,Expense
2024-01-17,Miscellaneous,Movie,2355,Expense
2024-01-17,Utilities,Bought items,3801,Income
2024-01-17,Transport,New clothes,2589,Expense
2024-01-17,Shopping,New clothes,3470,Expense
2024-01-17,Entertainment,New clothes,1204,Expense
2024-01-17,Insurance,Online course,3550,Expense
2024-01-17,Shopping,Snacks,4611,Expense
2024-01-17,Insurance,Snacks,3759,Expense
2024-01-17,Education,Bought items,755,Expense
2024-01-17,Shopping,Maintenance,589,Expense
2024-01-17,Shopping,Maintenance,1408,Expense
2024-01-17,Entertainment,Doctor visit,1618,Expense
2024-01-17,Entertainment,Insurance premium,2436,Expense
2024-01-17,Miscellaneous,Movie,3349,Expense
2024-01-17,Miscellaneous,Online course,3864,Expense
2024-01-17,Education,Bought items,1268,Expense
2024-01-17,Healthcare,Doctor visit,4052,Expense
2024-01-17,Entertainment,Maintenance,4267,Income
2024-01-17,Utilities,Insurance premium,2881,Income
2024-01-17,Healthcare,Insurance premium,189,Expense
2024-01-17,Groceries,New clothes,2248,Expense
2024-01-17,Healthcare,Movie,1912,Income
2024-01-17,Healthcare,Snacks,382,Expense
2024-01-17,Shopping,New clothes,3425,Expense
2024-01-17,Shopping,Insurance premium,4027,Expense
2024-01-17,Insurance,Snacks,2447,Expense
2024-01-17,Education,New clothes,2279,Income
2024-01-17,Rent,Snacks,4400,Expense
2024-01-17,Entertainment,Movie,284,Expense
2024-01-17,Transport,Insurance premium,439,Expense
2024-01-17,Rent,Snacks,2600,Expense
2024-01-17,Shopping,New clothes,2694,Expense
2024-01-17,Education,Maintenance,3726,Expense
2024-01-17,Groceries,Monthly bill,3560,Expense
2024-01-17,Healthcare,Movie,102,Expense
2024-01-17,Transport,Insurance premium,4859,Expense
2024-01-17,Rent,Insurance premium,2910,Expense
2024-01-17,Insurance,Monthly bill,4338,Income
2024-01-18,Healthcare,Maintenance,118,Expense
2024-01-18,Rent,Snacks,3275,Expense
2024-01-18,Groceries,Snacks,4028,Expense
2024-01-18,Utilities,Movie,4997,Expense
2024-01-18,Insurance,Insurance premium,1627,Expense
2024-01-18,Healthcare,Maintenance,801,Income
2024-01-18,Miscellaneous,New clothes,1015,Expense
2024-01-18,Rent,Doctor visit,2606,Expense
2024-01-18,Entertainment,New clothes,4092,Expense
2024-01-18,Miscellaneous,Maintenance,1207,Expense
2024-01-18,Miscellaneous,New clothes,766,Expense
2024-01-18,Miscellaneous,New clothes,4983,Expense
2024-01-18,Utilities,Bus fare,1854,Expense
2024-01-18,Healthcare,Bought items,3071,Income
2024-01-18,Healthcare,Bus fare,1469,Expense
2024-01-18,Education,Snacks,3932,Income
2024-01-18,Education,Snacks,4227,Expense
2024-01-18,Healthcare,Doctor visit,906,Expense
2024-01-18,Insurance,Snacks,162,Expense
2024-01-18,Transport,Movie,2139,Expense
2024-01-18,Entertainment,Insurance premium,2073,Expense
2024-01-18,Insurance,Movie,2927,Expense
2024-01-18,Shopping,Monthly bill,1041,Expense
2024-01-18,Shopping,Movie,1485,Expense
2024-01-18,Shopping,Bus fare,3820,Expense
2024-01-18,Insurance,Maintenance,3516,Expense
2024-01-18,Shopping,Movie,3078,Income
2024-01-18,Miscellaneous,Bus fare,102,Expense
2024-01-18,Insurance,Snacks,1862,Expense
2024-01-18,Entertainment,Movie,2104,Expense
2024-01-18,Shopping,Bus fare,1489,Expense
2024-01-18,Healthcare,Insurance premium,2811,Expense
2024-01-18,Shopping,Bus fare,345,Expense
2024-01-18,Rent,Snacks,3164,Expense
2024-01-18,Groceries,Online course,2158,Expense
2024-01-18,Shopping,Bus fare,709,Income
2024-01-18,Utilities,Bought items,3223,Expense
2024-01-18,Healthcare,Maintenance,3787,Expense
2024-01-18,Transport,Insurance premium,172,Expense
2024-01-18,Shopping,Maintenance,3459,Expense
2024-01-18,Rent,Maintenance,3646,Income
2024-01-18,Education,Monthly bill,3735,Expense
2024-01-18,Rent,Monthly bill,2426,Expense
2024-01-18,Groceries,Doctor visit,3176,Expense
2024-01-18,Rent,New clothes,1515,Expense
2024-01-18,Miscellaneous,Insurance premium,2392,Expense
2024-01-18,Shopping,Monthly bill,2182,Expense
2024-01-18,Miscellaneous,Bus fare,4727,Income
2024-01-18,Miscellaneous,Snacks,819,Expense
2024-01-18,Transport,Bus fare,3355,Expense
2024-01-18,Utilities,Bought items,4108,Expense
2024-01-18,Utilities,Bus fare,942,Expense
2024-01-18,Transport,Maintenance,2130,Expense
2024-01-19,Miscellaneous,Doctor visit,3682,Expense
2024-01-19,Rent,Insurance premium,2141,Expense
2024-01-19,Transport,Online course,375,Expense
2024-01-19,Education,Bought items,4070,Expense
2024-01-19,Rent,Maintenance,4382,Income
2024-01-19,Transport,Bought items,4351,Income
2024-01-19,Shopping,Insurance premium,1966,Income
2024-01-19,Entertainment,Doctor visit,294,Income
2024-01-19,Healthcare,Doctor visit,1118,Expense
2024-01-19,Entertainment,New clothes,4211,Expense
2024-01-19,Education,Bought items,1259,Expense
2024-01-19,Utilities,Snacks,4803,Expense
2024-01-19,Shopping,Doctor visit,2724,Income
2024-01-19,Shopping,Bought items,4194,Expense
2024-01-19,Groceries,Monthly bill,1222,Expense
2024-01-19,Shopping,Insurance premium,1378,Expense
2024-01-19,Utilities,Bus fare,1138,Expense
2024-01-19,Entertainment,Doctor visit,940,Expense
2024-01-19,Entertainment,Bought items,2288,Expense
2024-01-19,Transport,Monthly bill,621,Expense
2024-01-19,Miscellaneous,Movie,1468,Expense
2024-01-19,Rent,Online course,2095,Expense
2024-01-19,Healthcare,Maintenance,688,Expense
2024-01-19,Healthcare,Snacks,1204,Income
2024-01-19,Healthcare,Online course,4108,Income
2024-01-19,Entertainment,Insurance premium,2358,Expense
2024-01-19,Transport,Movie,4633,Expense
2024-01-19,Utilities,Maintenance,4946,Expense
2024-01-19,Entertainment,Doctor visit,4683,Expense
2024-01-19,Entertainment,Bus fare,556,Income
2024-01-19,Miscellaneous,Doctor visit,4208,Expense
2024-01-19,Groceries,Bought items,2258,Expense
2024-01-19,Utilities,Bought items,4104,Expense
2024-01-19,Healthcare,Monthly bill,4785,Expense
2024-01-19,Miscellaneous,Snacks,886,Expense
2024-01-19,Groceries,Insurance premium,1728,Expense
2024-01-19,Groceries,Insurance premium,4638,Income
2024-01-19,Education,Insurance premium,3341,Expense
2024-01-19,Education,Movie,1536,Expense
2024-01-19,Transport,Bus fare,2157,Expense
2024-01-19,Insurance,Snacks,4543,Expense
2024-01-19,Utilities,Maintenance,4258,Income
2024-01-20,Education,New clothes,3072,Expense
2024-01-20,Transport,Maintenance,3250,Income
2024-01-20,Groceries,Movie,732,Expense
2024-01-20,Miscellaneous,Monthly bill,1758,Expense
2024-01-20,Transport,Movie,2628,Expense
2024-01-20,Groceries,Maintenance,3183,Expense
2024-01-20,Miscellaneous,Snacks,4639,Expense
2024-01-20,Utilities,Maintenance,1200,Expense
2024-01-20,Rent,Bus fare,2748,Expense
2024-01-20,Transport,Bus fare,2449,Income
2024-01-20,Transport,Doctor visit,4106,Expense
2024-01-20,Utilities,Bus fare,3584,Expense
2024-01-20,Utilities,Doctor visit,1457,Expense
2024-01-20,Groceries,Snacks,533,Income
2024-01-20,Transport,New clothes,2966,Income
2024-01-20,Miscellaneous,Snacks,1802,Expense
2024-01-20,Shopping,Bus fare,890,Expense
2024-01-20,Entertainment,Bought items,4153,Income
2024-01-20,Insurance,Movie,555,Income
2024-01-20,Utilities,Online course,678,Expense
2024-01-20,Miscellaneous,Monthly bill,3988,Expense
2024-01-20,Entertainment,Maintenance,753,Expense
2024-01-20,Entertainment,Snacks,904,Expense
2024-01-20,Education,Maintenance,2396,Income
2024-01-20,Shopping,Bus fare,2880,Expense
2024-01-20,Rent,Movie,4624,Income
2024-01-20,Transport,Insurance premium,3680,Expense
2024-01-20,Rent,Movie,204,Expense
2024-01-20,Education,Insurance premium,2755,Income
2024-01-20,Healthcare,Bought items,4402,Expense
2024-01-20,Shopping,Snacks,1231,Income
2024-01-20,Miscellaneous,Bought items,1352,Expense
2024-01-20,Groceries,Monthly bill,4372,Expense
2024-01-20,Miscellaneous,New clothes,1370,Expense
2024-01-20,Rent,Maintenance,531,Income
2024-01-20,Transport,Movie,4176,Expense
2024-01-20,Insurance,Bus fare,3391,Expense
2024-01-20,Shopping,Bus fare,3722,Expense
2024-01-20,Entertainment,Doctor visit,1054,Expense
2024-01-20,Utilities,Online course,4218,Expense
2024-01-21,Shopping,Bus fare,3366,Expense
2024-01-21,Miscellaneous,Monthly bill,1668,Expense
2024-01-21,Miscellaneous,Online course,1761,Income
2024-01-21,Insurance,Insurance premium,1687,Expense
2024-01-21,Healthcare,Snacks,1094,Expense
2024-01-21,Rent,New clothes,1424,Expense
2024-01-21,Education,Doctor visit,495,Expense
2024-01-21,Utilities,Insurance premium,4922,Expense
2024-01-21,Healthcare,Online course,4264,Expense
2024-01-21,Education,Online course,3654,Expense
2024-01-21,Healthcare,Bought items,1809,Expense
2024-01-21,Groceries,Doctor visit,2137,Expense
2024-01-21,Shopping,Online course,2925,Expense
2024-01-21,Education,Snacks,3931,Income
2024-01-21,Entertainment,New clothes,1959,Expense
2024-01-21,Groceries,Doctor visit,3776,Expense
2024-01-21,Groceries,Bus fare,3084,Expense
2024-01-21,Education,Bought items,1507,Expense
2024-01-21,Education,Monthly bill,4645,Expense
2024-01-21,Healthcare,Bought items,1645,Expense
2024-01-21,Healthcare,Monthly bill,167,Expense
2024-01-21,Transport,Insurance premium,1468,Expense
2024-01-21,Utilities,Insurance premium,2447,Expense
2024-01-21,Entertainment,Monthly bill,764,Expense
2024-01-21,Insurance,Online course,3837,Expense
2024-01-21,Utilities,Maintenance,3937,Expense
2024-01-21,Entertainment,Bought items,2415,Income
2024-01-21,Groceries,Movie,530,Expense
2024-01-21,Utilities,Snacks,3438,Expense
2024-01-21,Education,Snacks,1725,Expense
2024-01-21,Education,Bought items,2243,Expense
2024-01-21,Transport,Maintenance,4093,Expense
2024-01-21,Transport,Maintenance,3497,Expense
2024-01-21,Healthcare,Doctor visit,2183,Expense
2024-01-21,Rent,Snacks,3238,Expense
2024-01-21,Insurance,Maintenance,1549,Expense
2024-01-21,Education,Online course,4997,Expense
2024-01-21,Utilities,Doctor visit,471,Income
2024-01-21,Education,Bought items,3144,Expense
2024-01-21,Miscellaneous,Maintenance,4461,Expense
2024-01-21,Groceries,Doctor visit,3999,Expense
